customer_id,zone_id,customer_name,gender,age,signup_date,customer_segment,is_active,created_at
360,7,Neha Kulkarni,Female,23,2024-01-31,Working Professional,False,2024-01-31
361,3,Aisha Gawande,Female,19,2025-05-22,Student,True,2025-05-22
362,7,Shruti Jadhav,Female,25,2024-09-23,Student,True,2024-09-23
363,5,Tanmay Chavan,Male,26,2024-08-24,Working Professional,True,2024-08-24
364,1,Naina Gawande,Female,20,2024-05-15,Student,True,2024-05-15
365,4,Atharva Kale,Male,34,2025-05-18,Working Professional,True,2025-05-18
366,6,Riya Kulkarni,Female,22,2024-02-15,Student,False,2024-02-15
367,8,Ananya Kale,Female,41,2025-12-23,Family,True,2025-12-23
368,7,Aisha Naik,Female,21,2024-09-28,Student,True,2024-09-28
369,8,Harsh Kulkarni,Male,40,2024-10-17,Working Professional,True,2024-10-17
370,8,Rutuja Patil,Female,20,2024-01-08,Student,True,2024-01-08
371,3,Tanmay Kale,Male,46,2025-07-18,Family,True,2025-07-18
372,8,Tanvi Gawande,Female,23,2024-08-22,Food Enthusiast,True,2024-08-22
373,1,Atharva Patil,Male,23,2024-10-29,Student,False,2024-10-29
374,1,Swapnil Jadhav,Male,30,2024-03-04,Family,True,2024-03-04
375,4,Atharva Kadam,Male,53,2024-03-27,Family,False,2024-03-27
376,6,Atharva Kulkarni,Male,48,2024-11-04,Family,True,2024-11-04
377,1,Komal Sawant,Female,25,2025-01-05,Student,False,2025-01-05
378,1,Aarav Deshmukh,Male,44,2024-12-04,Family,True,2024-12-04
379,3,Aisha Bhosale,Female,43,2024-09-03,Food Enthusiast,True,2024-09-03
380,3,Neha Naik,Female,34,2024-06-11,Family,True,2024-06-11
381,1,Tanvi Pawar,Female,50,2024-02-15,Family,True,2024-02-15
382,5,Ananya Jadhav,Other,38,2025-03-08,Working Professional,False,2025-03-08
383,7,Diya Shinde,Female,23,2025-11-12,Student,False,2025-11-12
384,6,Priya Bhosale,Female,36,2025-09-07,Family,True,2025-09-07
385,2,Harsh Joshi,Male,46,2024-09-15,Family,True,2024-09-15
386,7,Kavya Bhosale,Female,23,2025-10-21,Working Professional,True,2025-10-21
387,2,Neha Sawant,Female,34,2024-07-22,Working Professional,True,2024-07-22
388,5,Riya More,Female,40,2024-09-16,Family,True,2024-09-16
389,1,Sneha Shinde,Female,29,2024-03-06,Working Professional,True,2024-03-06
390,2,Aniket Joshi,Male,54,2025-12-22,Family,True,2025-12-22
391,4,Aarav Joshi,Male,46,2024-07-05,Family,True,2024-07-05
392,2,Pranav Bhosale,Male,30,2024-02-21,Family,True,2024-02-21
393,4,Ishita Pawar,Female,19,2024-04-15,Student,True,2024-04-15
394,7,Sneha Kale,Female,24,2024-01-21,Working Professional,True,2024-01-21
395,8,Pooja Deshmukh,Female,36,2025-09-09,Working Professional,True,2025-09-09
396,7,Harsh Kale,Male,23,2025-11-08,Working Professional,True,2025-11-08
397,8,Swara Naik,Female,27,2025-04-20,Working Professional,True,2025-04-20
398,7,Komal Bhosale,Female,55,2025-05-18,Family,True,2025-05-18
399,5,Yash Bhosale,Male,21,2024-01-18,Student,True,2024-01-18
400,6,Ishita Sawant,Female,40,2025-12-23,Working Professional,False,2025-12-23
401,7,Shruti Deshmukh,Female,35,2024-08-26,Working Professional,True,2024-08-26
402,2,Aarav Jadhav,Male,24,2025-04-04,Student,True,2025-04-04
403,7,Akash Kale,Male,26,2024-04-06,Working Professional,True,2024-04-06
404,6,Tanmay Sawant,Male,38,2024-04-07,Working Professional,True,2024-04-07
405,1,Yash Shinde,Male,21,2024-02-20,Student,True,2024-02-20
406,2,Swara Bhosale,Female,27,2024-07-11,Working Professional,True,2024-07-11
407,5,Ritvik Deshmukh,Male,43,2024-12-11,Food Enthusiast,True,2024-12-11
408,3,Riya Jadhav,Female,19,2025-09-29,Student,True,2025-09-29
409,8,Priya Joshi,Female,33,2025-08-19,Working Professional,True,2025-08-19
410,7,Rohan Bhosale,Male,38,2024-08-03,Working Professional,True,2024-08-03
411,7,Pranav More,Male,39,2025-12-10,Working Professional,True,2025-12-10
412,6,Komal More,Female,23,2025-10-22,Working Professional,True,2025-10-22
413,8,Riya Kale,Female,49,2024-10-04,Family,True,2024-10-04
414,8,Vedant Bhosale,Male,26,2024-12-11,Working Professional,True,2024-12-11
415,6,Om Gawande,Male,22,2025-03-09,Student,True,2025-03-09
416,1,Ananya Chavan,Female,34,2025-01-18,Family,True,2025-01-18
417,4,Sneha Deshmukh,Female,24,2024-08-26,Student,True,2024-08-26
418,6,Rohan Patil,Male,21,2024-04-27,Student,True,2024-04-27
419,8,Sakshi Sawant,Female,22,2024-02-03,Student,True,2024-02-03
420,2,Swara Joshi,Female,46,2025-10-10,Family,False,2025-10-10
421,8,Karan Deshmukh,Male,23,2025-12-22,Working Professional,True,2025-12-22
422,2,Kavya Jadhav,Female,23,2024-11-07,Student,True,2024-11-07
423,4,Vaishnavi Kulkarni,Female,35,2025-05-25,Family,False,2025-05-25
424,3,Aditya Shinde,Male,25,2024-11-21,Working Professional,True,2024-11-21
425,6,Meera Shinde,Female,32,2024-01-15,Family,True,2024-01-15
426,7,Vaishnavi Deshmukh,Female,32,2024-09-11,Food Enthusiast,True,2024-09-11
427,1,Aryan Jadhav,Male,50,2024-07-12,Family,True,2024-07-12
428,3,Yash Patil,Male,23,2024-08-27,Working Professional,True,2024-08-27
429,6,Ankita Bhosale,Female,30,2024-09-05,Working Professional,True,2024-09-05
430,3,Swapnil Sawant,Male,37,2024-07-07,Family,True,2024-07-07
431,3,Tejas Kale,Male,25,2025-08-29,Student,True,2025-08-29
432,2,Meera Jadhav,Female,31,2024-07-02,Family,True,2024-07-02
433,2,Ritvik Joshi,Male,25,2024-05-06,Working Professional,True,2024-05-06
434,3,Ritvik Kale,Male,28,2024-01-13,Working Professional,True,2024-01-13
435,5,Ankita More,Female,45,2025-10-19,Food Enthusiast,True,2025-10-19
436,4,Aryan Chavan,Male,39,2025-07-01,Food Enthusiast,True,2025-07-01
437,7,Pooja Kulkarni,Female,28,2024-12-12,Working Professional,False,2024-12-12
438,4,Swapnil Gawande,Male,36,2024-09-26,Working Professional,True,2024-09-26
439,1,Siddharth Patil,Male,22,2025-04-18,Student,True,2025-04-18
440,5,Atharva Jadhav,Male,38,2024-08-14,Family,True,2024-08-14
441,8,Meera Sawant,Female,24,2024-05-19,Student,True,2024-05-19
442,8,Yash Jadhav,Male,19,2024-03-30,Student,True,2024-03-30
443,1,Siddharth Kadam,Male,44,2024-06-15,Family,True,2024-06-15
444,6,Akash More,Male,26,2025-05-08,Working Professional,True,2025-05-08
445,1,Komal Shinde,Female,36,2024-08-07,Family,True,2024-08-07
446,7,Pranav Jadhav,Male,40,2024-10-25,Working Professional,False,2024-10-25
447,7,Siddharth Deshmukh,Male,26,2025-03-31,Working Professional,True,2025-03-31
448,1,Tejas Bhosale,Male,35,2024-02-06,Family,True,2024-02-06
449,7,Shruti Chavan,Female,26,2025-03-12,Working Professional,True,2025-03-12
450,3,Diya More,Female,29,2024-07-05,Working Professional,True,2024-07-05
451,8,Atharva More,Male,18,2025-02-11,Student,True,2025-02-11
452,2,Diya Deshmukh,Female,45,2024-09-14,Family,True,2024-09-14
453,6,Vedant Kale,Male,22,2024-08-07,Student,True,2024-08-07
454,5,Vedant Gawande,Male,24,2025-01-27,Working Professional,True,2025-01-27
455,3,Ankita Kadam,Female,40,2024-10-27,Food Enthusiast,True,2024-10-27
456,6,Naina Jadhav,Female,35,2024-10-09,Family,True,2024-10-09
457,1,Siddharth Kale,Other,21,2024-06-30,Student,True,2024-06-30
458,1,Aryan Shinde,Male,38,2024-02-29,Family,True,2024-02-29
459,7,Soham Chavan,Male,39,2025-03-31,Family,True,2025-03-31
460,5,Swapnil Pawar,Male,22,2025-05-19,Student,True,2025-05-19
461,7,Shruti Sawant,Female,25,2024-06-27,Student,False,2024-06-27
462,7,Aisha Joshi,Female,19,2024-10-06,Student,True,2024-10-06
463,7,Akash Kadam,Male,28,2025-07-05,Working Professional,True,2025-07-05
464,8,Soham Joshi,Male,39,2025-03-04,Working Professional,True,2025-03-04
465,6,Swapnil Kale,Male,25,2024-07-18,Student,False,2024-07-18
466,1,Soham Naik,Male,23,2025-12-20,Student,True,2025-12-20
467,6,Akash Deshmukh,Male,19,2025-08-25,Student,True,2025-08-25
468,3,Soham Deshmukh,Male,30,2025-08-23,Working Professional,True,2025-08-23
469,3,Pooja Bhosale,Female,21,2024-11-17,Student,True,2024-11-17
470,8,Shruti Bhosale,Female,25,2024-01-21,Working Professional,True,2024-01-21
471,6,Tanmay Gawande,Male,18,2025-08-05,Student,True,2025-08-05
472,5,Karan Jadhav,Male,23,2025-06-11,Working Professional,True,2025-06-11
473,7,Harsh Chavan,Male,31,2024-09-02,Working Professional,True,2024-09-02
474,4,Siddharth Kulkarni,Male,24,2024-07-15,Working Professional,True,2024-07-15
475,8,Aditya Joshi,Male,43,2025-11-05,Family,True,2025-11-05
476,6,Tanvi Deshmukh,Female,21,2024-11-03,Student,True,2024-11-03
477,7,Tejas More,Male,25,2025-07-06,Working Professional,True,2025-07-06
478,5,Rutuja Kadam,Female,21,2025-03-25,Student,False,2025-03-25
479,6,Siddharth Naik,Male,21,2025-09-28,Student,True,2025-09-28
480,7,Sakshi Chavan,Female,54,2024-07-16,Family,True,2024-07-16
481,2,Kavya Kadam,Other,43,2024-12-20,Food Enthusiast,False,2024-12-20
482,3,Rutuja Kale,Female,39,2024-05-05,Family,True,2024-05-05
483,6,Siddharth Sawant,Male,25,2024-07-06,Student,False,2024-07-06
484,1,Komal Jadhav,Female,23,2024-07-04,Student,False,2024-07-04
485,4,Naina Pawar,Female,42,2025-07-22,Family,True,2025-07-22
486,5,Neha Kale,Female,54,2024-03-25,Family,True,2024-03-25
487,7,Karan Bhosale,Male,38,2025-05-05,Working Professional,False,2025-05-05
488,8,Ishita Gawande,Female,22,2024-10-09,Student,True,2024-10-09
489,3,Ankita Jadhav,Female,23,2025-01-29,Working Professional,True,2025-01-29
490,6,Ananya More,Female,20,2024-05-01,Student,True,2024-05-01
491,8,Meera Naik,Female,47,2025-03-14,Family,True,2025-03-14
492,7,Aisha Kulkarni,Female,21,2024-08-02,Student,True,2024-08-02
493,1,Priya Kale,Female,41,2024-10-19,Food Enthusiast,True,2024-10-19
494,8,Kavya Sawant,Female,32,2024-05-26,Working Professional,True,2024-05-26
495,5,Ananya Kadam,Female,38,2024-09-05,Working Professional,True,2024-09-05
496,7,Naina Deshmukh,Female,24,2024-10-29,Working Professional,True,2024-10-29
497,3,Sneha Naik,Other,42,2025-11-21,Family,True,2025-11-21
498,7,Komal Pawar,Female,22,2024-08-21,Student,True,2024-08-21
499,3,Tanvi Joshi,Female,51,2025-06-10,Family,True,2025-06-10
500,2,Diya Gawande,Female,33,2024-08-25,Working Professional,True,2024-08-25
501,11,Madhura Joshi,Female,41,2025-07-12,Family,True,2025-07-12
502,10,Rohan Pawar,Male,29,2024-01-23,Working Professional,True,2024-01-23
503,9,Kunal Shinde,Male,30,2024-12-18,Working Professional,True,2024-12-18
504,12,Aditya Pawar,Male,45,2024-04-20,Family,True,2024-04-20
505,13,Aarti Apte,Female,30,2025-11-12,Family,True,2025-11-12
506,10,Ankita Pawar,Female,39,2025-06-09,Food Enthusiast,True,2025-06-09
507,10,Omkar Sathe,Male,47,2024-08-13,Family,True,2024-08-13
508,11,Yash Kulkarni,Male,18,2024-06-25,Student,True,2024-06-25
509,13,Pratik Bapat,Male,27,2024-07-28,Food Enthusiast,True,2024-07-28
510,10,Madhura Phadke,Female,37,2024-11-25,Working Professional,True,2024-11-25
511,11,Vedant Joshi,Male,25,2024-10-23,Student,True,2024-10-23
512,10,Sneha Sathe,Female,25,2024-05-27,Student,True,2024-05-27
513,13,Ankita Nene,Female,36,2024-05-23,Working Professional,True,2024-05-23
514,13,Omkar Phadke,Male,45,2024-08-07,Family,True,2024-08-07
515,11,Aniruddh Agashe,Male,33,2024-06-28,Food Enthusiast,True,2024-06-28
516,11,Sneha Pawar,Female,30,2024-04-12,Family,True,2024-04-12
517,10,Soham Apte,Other,40,2024-12-05,Working Professional,True,2024-12-05
518,9,Atharva Limaye,Male,24,2024-02-22,Student,True,2024-02-22
519,12,Soham Patil,Male,32,2024-04-16,Family,False,2024-04-16
520,13,Ritesh Gokhale,Male,23,2025-09-24,Working Professional,False,2025-09-24
521,10,Shraddha Apte,Female,53,2024-10-19,Family,True,2024-10-19
522,13,Atharva Shinde,Male,22,2024-12-22,Student,True,2024-12-22
523,11,Anuja Limaye,Female,46,2024-06-10,Family,True,2024-06-10
524,10,Rohan Sathe,Male,32,2024-06-16,Working Professional,True,2024-06-16
525,12,Madhura Nene,Female,31,2024-01-15,Working Professional,True,2024-01-15
526,12,Amol Shinde,Male,29,2024-06-25,Working Professional,False,2024-06-25
527,13,Shraddha Agashe,Female,30,2024-03-17,Working Professional,True,2024-03-17
528,10,Pallavi Deshpande,Female,25,2025-01-20,Student,True,2025-01-20
529,13,Shreyas Gokhale,Male,33,2025-04-18,Working Professional,True,2025-04-18
530,10,Anuja Kulkarni,Female,28,2024-03-05,Working Professional,True,2024-03-05
531,9,Pratik Nene,Male,31,2024-07-02,Working Professional,True,2024-07-02
532,13,Harshal Agashe,Male,37,2025-01-03,Food Enthusiast,True,2025-01-03
533,12,Neha Agashe,Female,22,2024-07-08,Student,True,2024-07-08
534,13,Riya Agashe,Female,40,2025-12-28,Working Professional,True,2025-12-28
535,10,Atharva Karandikar,Male,31,2024-10-12,Working Professional,True,2024-10-12
536,12,Vaishnavi Sathe,Female,40,2024-05-17,Food Enthusiast,False,2024-05-17
537,11,Sayali Joshi,Female,42,2024-07-10,Family,True,2024-07-10
538,13,Shraddha Pawar,Female,28,2025-05-03,Working Professional,False,2025-05-03
539,12,Sameer Pawar,Male,18,2024-06-24,Student,True,2024-06-24
540,11,Aarti Shinde,Female,43,2024-07-22,Food Enthusiast,False,2024-07-22
541,12,Shraddha Nene,Female,19,2025-09-26,Student,True,2025-09-26
542,9,Abhishek Limaye,Male,31,2024-10-02,Working Professional,True,2024-10-02
543,13,Aditya Gokhale,Male,34,2024-11-09,Working Professional,False,2024-11-09
544,9,Ankita Agashe,Female,25,2025-04-24,Working Professional,False,2025-04-24
545,13,Swati Bapat,Female,41,2024-10-23,Family,True,2024-10-23
546,12,Pooja Deshpande,Female,35,2024-07-18,Working Professional,True,2024-07-18
547,13,Nilesh Nene,Male,26,2024-09-30,Working Professional,True,2024-09-30
548,10,Rutuja Pawar,Female,46,2025-01-13,Family,True,2025-01-13
549,11,Sayali Kulkarni,Female,44,2024-07-22,Food Enthusiast,False,2024-07-22
550,12,Shreyas Agashe,Male,31,2025-08-27,Food Enthusiast,True,2025-08-27
551,12,Sneha Agashe,Female,32,2025-04-10,Working Professional,True,2025-04-10
552,9,Sameer Joshi,Male,24,2024-08-30,Student,True,2024-08-30
553,13,Pallavi Apte,Female,20,2025-07-18,Student,True,2025-07-18
554,9,Aditya Agashe,Male,31,2024-04-29,Working Professional,True,2024-04-29
555,13,Rutuja Joshi,Female,24,2024-12-27,Student,False,2024-12-27
556,10,Swati Pawar,Female,35,2024-11-07,Working Professional,True,2024-11-07
557,13,Madhura Deshpande,Female,48,2025-01-15,Family,True,2025-01-15
558,11,Neha Patil,Female,24,2025-03-02,Food Enthusiast,True,2025-03-02
559,11,Monali Limaye,Female,19,2024-02-21,Student,True,2024-02-21
560,12,Yash Agashe,Male,46,2025-05-01,Family,True,2025-05-01
561,12,Sameer Gokhale,Male,24,2025-01-24,Student,True,2025-01-24
562,13,Ankita Deshpande,Female,30,2024-02-25,Food Enthusiast,True,2024-02-25
563,10,Pooja Patil,Female,39,2024-04-16,Working Professional,True,2024-04-16
564,10,Swati Nene,Female,39,2025-07-29,Working Professional,True,2025-07-29
565,11,Pratik Sathe,Other,25,2024-03-05,Working Professional,True,2024-03-05
566,12,Monali Patil,Female,38,2024-12-17,Working Professional,True,2024-12-17
567,11,Kunal Deshpande,Male,41,2025-01-25,Food Enthusiast,True,2025-01-25
568,11,Shreyas Patil,Male,38,2025-01-05,Working Professional,True,2025-01-05
569,10,Rushikesh Phadke,Male,23,2024-08-26,Working Professional,True,2024-08-26
570,9,Anuja Agashe,Female,18,2024-10-23,Student,True,2024-10-23
571,9,Pallavi Phadke,Female,36,2025-03-20,Working Professional,True,2025-03-20
572,11,Aditya Kulkarni,Male,38,2024-07-14,Working Professional,True,2024-07-14
573,10,Sameer Karandikar,Male,47,2024-11-26,Family,True,2024-11-26
574,13,Amol Patil,Male,37,2024-11-28,Family,True,2024-11-28
575,9,Kunal Sathe,Male,22,2024-04-17,Student,True,2024-04-17
576,10,Shweta Shinde,Female,40,2024-12-13,Working Professional,True,2024-12-13
577,12,Sonal Sathe,Female,26,2024-05-06,Working Professional,True,2024-05-06
578,11,Pooja Agashe,Female,32,2025-11-28,Working Professional,False,2025-11-28
579,11,Aarti Bapat,Female,29,2024-01-10,Food Enthusiast,True,2024-01-10
580,10,Aniruddh Kulkarni,Male,42,2025-03-11,Food Enthusiast,False,2025-03-11
581,11,Abhishek Pawar,Male,37,2024-01-23,Family,False,2024-01-23
582,10,Akshay Deshpande,Male,24,2024-11-29,Food Enthusiast,False,2024-11-29
583,9,Sagar Kulkarni,Male,50,2025-06-03,Family,True,2025-06-03
584,13,Aarti Joshi,Female,25,2024-10-02,Student,True,2024-10-02
585,10,Aniruddh Gokhale,Male,33,2024-10-07,Working Professional,True,2024-10-07
586,10,Vaishnavi Nene,Female,22,2024-08-30,Student,False,2024-08-30
587,12,Ritesh Agashe,Male,38,2024-12-24,Family,True,2024-12-24
588,13,Pratik Agashe,Male,49,2025-06-29,Family,False,2025-06-29
589,10,Pooja Kulkarni,Female,18,2024-08-23,Student,True,2024-08-23
590,12,Sonal Limaye,Female,23,2025-06-24,Student,True,2025-06-24
591,12,Shweta Bapat,Female,39,2025-08-30,Food Enthusiast,True,2025-08-30
592,12,Tejal Gokhale,Female,39,2024-11-29,Working Professional,True,2024-11-29
593,12,Aniruddh Shinde,Male,29,2025-08-13,Food Enthusiast,False,2025-08-13
594,9,Nilesh Bapat,Male,49,2025-12-15,Family,True,2025-12-15
595,13,Anuja Joshi,Female,49,2025-09-11,Family,True,2025-09-11
596,10,Ritesh Pawar,Male,21,2024-01-13,Student,False,2024-01-13
597,10,Vedant Deshpande,Male,54,2025-04-06,Family,True,2025-04-06
598,10,Vedant Kulkarni,Male,44,2025-01-02,Food Enthusiast,True,2025-01-02
599,13,Akshay Sathe,Male,31,2024-07-04,Working Professional,False,2024-07-04
600,12,Nilesh Apte,Male,35,2024-02-13,Working Professional,True,2024-02-13
601,13,Riya Joshi,Female,32,2024-06-25,Working Professional,False,2024-06-25
602,10,Vaishnavi Apte,Female,30,2025-08-17,Working Professional,True,2025-08-17
603,13,Monali Nene,Female,26,2024-03-24,Working Professional,False,2024-03-24
604,13,Sameer Apte,Male,36,2024-02-03,Working Professional,True,2024-02-03
605,12,Rohan Karandikar,Male,51,2025-05-05,Family,True,2025-05-05
606,12,Sneha Deshpande,Female,40,2025-04-12,Family,True,2025-04-12
607,12,Komal Phadke,Female,27,2024-11-24,Working Professional,True,2024-11-24
608,11,Neha Deshpande,Female,44,2025-10-04,Family,True,2025-10-04
609,10,Madhura Karandikar,Female,20,2024-08-23,Student,False,2024-08-23
610,10,Aniruddh Karandikar,Male,31,2024-06-24,Family,True,2024-06-24
611,13,Harshal Deshpande,Male,33,2024-08-24,Working Professional,True,2024-08-24
612,10,Sayali Patil,Female,39,2024-10-27,Working Professional,True,2024-10-27
613,12,Soham Gokhale,Male,39,2025-11-18,Working Professional,True,2025-11-18
614,12,Pallavi Karandikar,Female,50,2025-08-21,Family,True,2025-08-21
615,12,Yash Phadke,Male,50,2024-11-30,Family,True,2024-11-30
616,12,Pallavi Agashe,Female,50,2024-10-30,Family,True,2024-10-30
617,10,Neha Limaye,Female,26,2024-08-06,Working Professional,False,2024-08-06
618,9,Ankita Phadke,Female,26,2024-04-19,Working Professional,True,2024-04-19
619,9,Rohan Bapat,Male,35,2024-01-17,Working Professional,True,2024-01-17
620,12,Tejal Shinde,Female,27,2024-01-07,Working Professional,True,2024-01-07
621,11,Yash Apte,Male,34,2024-04-04,Family,True,2024-04-04
622,13,Sameer Deshpande,Male,38,2024-09-04,Working Professional,False,2024-09-04
623,13,Nilesh Agashe,Male,33,2025-01-12,Working Professional,True,2025-01-12
624,11,Aditya Joshi,Male,27,2025-05-21,Working Professional,True,2025-05-21
625,9,Akshay Kulkarni,Male,24,2025-02-02,Food Enthusiast,True,2025-02-02
626,11,Riya Deshpande,Female,47,2024-02-27,Family,True,2024-02-27
627,10,Neha Sathe,Female,39,2025-11-08,Family,True,2025-11-08
628,13,Akshay Joshi,Male,31,2024-10-24,Working Professional,True,2024-10-24
629,11,Shweta Phadke,Female,21,2025-06-12,Student,True,2025-06-12
630,10,Anuja Shinde,Female,43,2024-10-17,Family,True,2024-10-17
631,13,Vedant Bapat,Male,24,2024-12-18,Student,False,2024-12-18
632,9,Riya Patil,Female,44,2024-09-25,Food Enthusiast,True,2024-09-25
633,11,Ankita Joshi,Female,23,2024-08-12,Student,True,2024-08-12
634,9,Pallavi Patil,Female,24,2025-06-28,Working Professional,True,2025-06-28
635,11,Harshal Shinde,Male,25,2024-07-28,Student,True,2024-07-28
636,9,Prajakta Sathe,Female,33,2024-11-27,Working Professional,True,2024-11-27
637,10,Ritesh Sathe,Male,33,2024-08-27,Food Enthusiast,False,2024-08-27
638,11,Pallavi Gokhale,Female,25,2025-06-02,Food Enthusiast,True,2025-06-02
639,13,Omkar Bapat,Male,21,2024-06-24,Student,True,2024-06-24
640,12,Yash Karandikar,Male,41,2024-10-12,Family,False,2024-10-12
641,11,Pooja Gokhale,Female,53,2025-12-02,Family,True,2025-12-02
642,12,Pallavi Bapat,Female,23,2025-05-23,Student,True,2025-05-23
643,10,Rohan Gokhale,Male,36,2024-01-07,Working Professional,True,2024-01-07
644,11,Sneha Karandikar,Female,23,2025-08-06,Food Enthusiast,True,2025-08-06
645,11,Riya Limaye,Female,40,2024-10-08,Food Enthusiast,False,2024-10-08
646,12,Sagar Phadke,Male,40,2025-03-08,Food Enthusiast,False,2025-03-08
647,9,Rohan Limaye,Male,20,2025-02-26,Student,True,2025-02-26
648,13,Atharva Joshi,Male,28,2025-11-12,Working Professional,True,2025-11-12
649,12,Shreyas Agashe,Other,31,2025-09-28,Working Professional,True,2025-09-28
650,10,Pooja Bapat,Female,40,2024-03-06,Working Professional,True,2024-03-06
651,13,Ritesh Bapat,Male,40,2024-09-05,Family,True,2024-09-05
652,11,Abhishek Patil,Male,38,2025-09-29,Working Professional,True,2025-09-29
653,13,Vedant Shinde,Male,30,2025-11-26,Working Professional,True,2025-11-26
654,9,Prajakta Kulkarni,Female,36,2025-05-13,Working Professional,True,2025-05-13
655,12,Sonal Karandikar,Female,32,2024-12-08,Family,True,2024-12-08
656,10,Neha Bapat,Female,21,2024-12-06,Student,True,2024-12-06
657,12,Rutuja Gokhale,Female,40,2024-10-28,Working Professional,True,2024-10-28
658,11,Sameer Sathe,Other,26,2025-10-23,Food Enthusiast,True,2025-10-23
659,11,Vedant Nene,Male,25,2024-11-26,Working Professional,True,2024-11-26
660,9,Anuja Patil,Female,31,2025-09-02,Working Professional,True,2025-09-02
661,9,Shweta Deshpande,Female,21,2024-03-29,Student,True,2024-03-29
662,12,Vaishnavi Shinde,Female,31,2025-01-11,Working Professional,True,2025-01-11
663,11,Monali Pawar,Female,40,2025-05-14,Working Professional,True,2025-05-14
664,12,Pratik Joshi,Male,22,2024-06-16,Student,True,2024-06-16
665,12,Nilesh Patil,Male,26,2024-11-21,Working Professional,True,2024-11-21
666,10,Ritesh Shinde,Male,33,2024-04-06,Family,True,2024-04-06
667,13,Sagar Pawar,Male,21,2024-11-07,Student,True,2024-11-07
668,9,Sameer Patil,Male,34,2024-11-21,Family,True,2024-11-21
669,12,Sagar Joshi,Male,20,2025-09-08,Student,True,2025-09-08
670,13,Omkar Limaye,Male,20,2025-09-12,Student,True,2025-09-12
671,13,Sayali Bapat,Female,33,2024-05-29,Working Professional,True,2024-05-29
672,11,Shraddha Patil,Female,49,2024-08-26,Family,True,2024-08-26
673,13,Abhishek Gokhale,Male,33,2025-01-10,Working Professional,True,2025-01-10
674,11,Aniruddh Deshpande,Male,27,2024-10-26,Working Professional,True,2024-10-26
675,13,Yash Joshi,Male,24,2025-08-05,Student,True,2025-08-05
676,12,Prajakta Agashe,Female,25,2024-08-04,Student,True,2024-08-04
677,12,Harshal Gokhale,Male,40,2024-07-05,Family,True,2024-07-05
678,9,Sagar Nene,Male,20,2024-10-10,Student,True,2024-10-10
679,13,Swati Deshpande,Female,36,2024-10-31,Working Professional,True,2024-10-31
680,13,Rohan Phadke,Male,40,2025-01-31,Food Enthusiast,True,2025-01-31
681,13,Komal Shinde,Female,38,2024-11-11,Family,True,2024-11-11
682,10,Rutuja Shinde,Female,35,2024-03-02,Working Professional,True,2024-03-02
683,9,Shweta Karandikar,Female,31,2025-03-20,Working Professional,True,2025-03-20
684,10,Omkar Kulkarni,Male,38,2024-06-16,Family,True,2024-06-16
685,11,Pratik Patil,Male,52,2024-09-13,Family,True,2024-09-13
686,10,Akshay Patil,Male,49,2025-10-28,Family,True,2025-10-28
687,10,Sonal Bapat,Female,53,2024-10-09,Family,True,2024-10-09
688,11,Pooja Nene,Female,42,2024-02-08,Family,True,2024-02-08
689,10,Vaishnavi Deshpande,Female,34,2025-07-27,Family,True,2025-07-27
690,9,Atharva Deshpande,Male,36,2025-07-11,Family,True,2025-07-11
691,13,Amol Apte,Male,25,2025-05-16,Student,True,2025-05-16
692,12,Swati Phadke,Female,21,2025-02-27,Student,True,2025-02-27
693,11,Amol Pawar,Male,24,2024-08-19,Working Professional,True,2024-08-19
694,12,Rushikesh Pawar,Male,38,2024-04-18,Working Professional,True,2024-04-18
695,11,Prajakta Pawar,Female,27,2025-01-23,Working Professional,True,2025-01-23
696,12,Abhishek Kulkarni,Male,50,2024-08-13,Family,True,2024-08-13
697,13,Sameer Sathe,Male,19,2025-12-20,Student,False,2025-12-20
698,11,Omkar Agashe,Male,54,2024-01-07,Family,True,2024-01-07
699,10,Rushikesh Apte,Male,25,2025-06-10,Working Professional,True,2025-06-10
700,13,Shreyas Limaye,Male,24,2024-11-27,Student,True,2024-11-27
701,12,Kunal Patil,Male,32,2024-03-20,Food Enthusiast,True,2024-03-20
702,13,Sagar Shinde,Male,43,2025-11-21,Food Enthusiast,True,2025-11-21
703,13,Ankita Sathe,Female,21,2024-07-28,Student,True,2024-07-28
704,11,Rutuja Phadke,Female,29,2024-07-13,Food Enthusiast,True,2024-07-13
705,11,Sayali Agashe,Female,23,2024-11-21,Student,True,2024-11-21
706,10,Swati Apte,Female,54,2024-11-05,Family,True,2024-11-05
707,10,Aarti Pawar,Female,26,2024-04-17,Working Professional,True,2024-04-17
708,13,Soham Karandikar,Male,40,2025-09-18,Working Professional,False,2025-09-18
709,12,Rushikesh Joshi,Male,25,2024-03-08,Student,True,2024-03-08
710,13,Abhishek Agashe,Male,19,2025-11-15,Student,True,2025-11-15
711,9,Amol Kulkarni,Male,40,2025-02-08,Working Professional,True,2025-02-08
712,11,Soham Kulkarni,Male,32,2025-04-16,Working Professional,True,2025-04-16
713,9,Rutuja Deshpande,Female,27,2024-05-14,Working Professional,True,2024-05-14
714,13,Abhishek Apte,Male,24,2025-08-17,Student,True,2025-08-17
715,12,Amol Deshpande,Male,34,2024-11-14,Working Professional,True,2024-11-14
716,10,Shweta Agashe,Female,30,2024-12-31,Working Professional,False,2024-12-31
717,13,Swati Limaye,Female,50,2025-10-29,Family,True,2025-10-29
